longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,location_name
-118.3,33.9,27,3267,762,2099,647,3.4,224100,<1H OCEAN,"14506 Normandie Ave, Gardena, CA 90247, USA"
-122.06,37.99,17,1319,316,384,269,1.8229,137500,NEAR BAY,"700 Sally Ride Dr, Concord, CA 94520, USA"
-121.9,37.37,20,78,72,120,69,1.0938,187500,<1H OCEAN,"1533 Industrial Ave, San Jose, CA 95112, USA"
-121.89,36.59,18,2700,937,1042,744,3.1364,150000,NEAR OCEAN,"887 Vía Mirada, Monterey, CA 93940, USA"
-117.93,34.09,35,1891,353,1093,382,4.0167,165500,<1H OCEAN,"16209 E San Bernardino Rd, Covina, CA 91722, USA"
-118.66,34.23,18,897,142,263,110,6.1288,350000,<1H OCEAN,"68HR+X2 Bell Canyon, CA, USA"
-122.42,37.79,48,4506,1342,1980,1239,4.0156,500001,NEAR BAY,"1460 Pine St, San Francisco, CA 94109, USA"
-118.5,34.03,52,1506,208,547,186,7.8705,500001,<1H OCEAN,"706 9th Ct, Santa Monica, CA 90402, USA"
-118.43,34.06,38,2982,664,1122,572,4.1908,500001,<1H OCEAN,"1413 Thayer Ave, Los Angeles, CA 90024, USA"
-122.19,37.79,50,968,195,462,184,2.9844,179900,NEAR BAY,"3859 High St, Oakland, CA 94619, USA"
-118.36,33.88,44,1362,237,709,247,4.4271,336200,<1H OCEAN,"4726 166th St, Lawndale, CA 90260, USA"
-121.37,37.06,25,474,92,300,104,3.8062,340900,INLAND,"3J6J+22 Bell Station, CA, USA"
-121.31,38.62,31,3114,430,1121,456,6.244,240000,INLAND,"3100 Edgehill Ln, Carmichael, CA 95608, USA"
-118.58,34.21,13,6227,1317,3739,1226,4.0313,299300,<1H OCEAN,"7655 Mason Ave, Winnetka, CA 91306, USA"
-121.94,37.75,16,5121,735,2464,761,6.6204,296100,<1H OCEAN,"923 Renada Pl, San Ramon, CA 94583, USA"
-118.35,34.08,52,1710,350,727,355,4.5833,333900,<1H OCEAN,"463 N Fuller Ave, Los Angeles, CA 90036, USA"
-117.65,33.65,15,3485,519,1740,485,6.7543,251900,<1H OCEAN,"21571 Consejos, Mission Viejo, CA 92691, USA"
-117.95,33.93,25,3445,801,2400,750,3.4702,161900,<1H OCEAN,"220 S Walnut St, La Habra, CA 90631, USA"
-117.92,33.88,32,1632,244,575,235,5.3986,318700,<1H OCEAN,"1071 N Lemon St, Fullerton, CA 92832, USA"
-117.08,32.63,28,2080,427,1266,434,2.2788,146300,NEAR OCEAN,"595 4th Ave, Chula Vista, CA 91910, USA"
-117.77,34.12,15,4260,770,2007,695,4.4609,230000,INLAND,"1900 Genesee Ave, La Verne, CA 91750, USA"
-117.87,33.88,24,2655,702,1519,708,3.3036,183900,<1H OCEAN,"902 Diamond Rd, Placentia, CA 92870, USA"
-122.35,37.57,52,2170,269,784,274,10.4286,500001,NEAR OCEAN,"768 Edgewood Rd, San Mateo, CA 94402, USA"
-122.46,37.71,49,1711,348,1138,325,2.875,225000,NEAR OCEAN,"51-99 De Long St, San Francisco, CA 94112, USA"
-117.1,33.17,12,2465,412,1226,428,5.4819,183800,<1H OCEAN,"10230 Edwords Access Rd, Escondido, CA 92026, USA"
-122.78,38.37,21,795,163,414,162,3.7991,175000,<1H OCEAN,"3380 Powers Rd, Sebastopol, CA 95472, USA"
-120.64,37.38,21,3157,637,2268,620,2.567,70400,INLAND,"8553 Almond Ave, Winton, CA 95388, USA"
-117.09,32.63,27,2920,770,1935,746,2.4148,67500,NEAR OCEAN,"520 Broadway 5 & 6, Chula Vista, CA 91910, USA"
-118.28,33.99,38,1454,323,1098,297,1.5109,104000,<1H OCEAN,"375 W 58th St, Los Angeles, CA 90037, USA"
-118.26,34.24,42,890,179,555,200,4.4821,271900,<1H OCEAN,"3708 Los Olivos Ln, Glendale, CA 91214, USA"
-117.95,33.66,26,1787,227,639,224,6.8226,329800,<1H OCEAN,"20762 Spindrift Ln, Huntington Beach, CA 92646, USA"
-121.48,38.57,52,567,193,272,187,1.625,187500,INLAND,"1514 22nd St, Sacramento, CA 95816, USA"
-118.46,34.25,32,2217,422,1064,427,3.6989,208600,<1H OCEAN,"15000 Lassen St, Mission Hills, CA 91345, USA"
-118.45,34.18,34,1843,442,861,417,3.6875,246400,<1H OCEAN,"6001 Van Nuys Blvd, Van Nuys, CA 91401, USA"
-120.06,36.98,12,2710,575,1724,516,1.4712,60400,INLAND,"620 E Clark St, Madera, CA 93638, USA"
-117.13,32.7,42,1210,292,945,258,0.8991,78900,NEAR OCEAN,"610 S 30th St, San Diego, CA 92113, USA"
-121.86,37.38,15,2052,405,1380,409,5.8686,181100,<1H OCEAN,"2184 Calla Ct, San Jose, CA 95133, USA"
-116.96,32.8,25,3421,803,1681,742,3.369,134400,<1H OCEAN,"453 Graves Ave, El Cajon, CA 92020, USA"
-122.29,40.39,17,1682,332,887,316,1.8438,76400,INLAND,"3531 Park Dr, Cottonwood, CA 96022, USA"
-117.27,33.55,4,6112,890,2088,712,5.5351,429000,<1H OCEAN,"22063 Woodward Way, Murrieta, CA 92562, USA"
-118.21,34.05,28,1079,306,1358,285,2.52,131900,<1H OCEAN,"566 N St Louis St, Los Angeles, CA 90033, USA"
-122.52,37.95,37,350,57,179,69,6.2862,500001,NEAR BAY,"99 Vía La Paz, Greenbrae, CA 94904, USA"
-116.87,32.75,15,2053,321,993,309,5.5164,248900,<1H OCEAN,"Q42J+22 Jamul, CA, USA"
-121,37.66,43,2369,413,944,422,3.2632,138100,INLAND,"1129 Brady Ave, Modesto, CA 95350, USA"
-123.48,40.34,19,518,108,216,80,2.7083,64500,INLAND,"8GR9+2X Mad River, CA, USA"
-118.31,34.06,47,3038,1533,4225,1472,1.6725,187500,<1H OCEAN,"3829 W 7th St, Los Angeles, CA 90005, USA"
-121.51,38.69,28,800,149,450,158,2.1029,108600,INLAND,"MFQQ+XX Sacramento, CA, USA"
-118.03,33.84,30,4781,831,2568,797,5.4746,226400,<1H OCEAN,"5905 Los Amigos St, Buena Park, CA 90620, USA"
-122.08,37.62,17,2485,518,1139,550,2.6875,157300,NEAR BAY,"1826 Egret Ln, Hayward, CA 94545, USA"
-121.98,37.33,35,1907,326,912,313,5.9567,294300,<1H OCEAN,"3001 Pruneridge Ave, Santa Clara, CA 95051, USA"
-118.05,33.92,33,1999,470,2170,466,3.2371,154700,<1H OCEAN,"12305 Laurel Ave, Whittier, CA 90605, USA"
-122.25,40.17,47,1554,308,846,301,1.8077,54100,INLAND,"1476 Robinson Dr, Red Bluff, CA 96080, USA"
-118.99,35.36,18,1524,354,1210,344,1.1136,47800,INLAND,"316 Northrup St, Bakersfield, CA 93307, USA"
-117.32,34.1,27,2053,461,1737,463,3.1213,78800,INLAND,"1521 W Rialto Ave, Colton, CA 92324, USA"
-122.69,38.36,6,5496,1374,2502,1189,2.4827,177500,<1H OCEAN,"1152 Emily Ave, Rohnert Park, CA 94928, USA"
-117.38,33.99,52,1797,332,905,313,2.7054,141700,INLAND,"4405 4th St, Riverside, CA 92501, USA"
-117.17,34.25,15,4236,753,703,255,3.5625,165500,INLAND,"170 Pheasant-Run, Lake Arrowhead, CA 92352, USA"
-118.09,34.7,6,4558,804,1543,563,2.8548,138500,INLAND,"2223 E Lancaster Blvd, Lancaster, CA 93535, USA"
-117.69,34.01,30,2598,573,2170,518,2.3,95600,INLAND,"13390 Central Ave, Chino, CA 91710, USA"
-122.24,38.01,11,3751,565,1949,555,5.7862,269400,NEAR BAY,"2Q55+XX Hercules, CA, USA"
-121.35,38.04,5,4303,613,2206,621,5.5842,159100,INLAND,"2714 Summerfield Dr, Stockton, CA 95209, USA"
-118.18,33.9,32,1452,365,1888,366,3.5461,146400,<1H OCEAN,"14643 El Camino Ave, Paramount, CA 90723, USA"
-120.86,37.49,37,1084,271,893,236,1.6213,69500,INLAND,"992 High St, Turlock, CA 95380, USA"
-120.29,36.88,34,1391,297,943,281,2.4219,83900,INLAND,"VPH6+X2 Madera, CA, USA"
-121.24,38.68,20,1402,236,676,236,3.7426,135500,INLAND,"6239 Almond Ave, Orangevale, CA 95662, USA"
-118.62,34.2,32,3233,553,1678,545,5.0025,234900,<1H OCEAN,"22705 Enadia Way, West Hills, CA 91307, USA"
-118.4,34.23,37,1404,266,889,274,4.0049,190000,<1H OCEAN,"12223 Wicks St, Sun Valley, CA 91352, USA"
-121.96,37.25,35,1018,169,484,174,6.1648,371900,<1H OCEAN,"16601 Lark Ave, Los Gatos, CA 95030, USA"
-117.95,35.08,1,83,15,32,15,4.875,141700,INLAND,"33H2+X2 California City, CA, USA"
-122.46,37.64,17,3523,669,2150,666,4.5938,251200,NEAR OCEAN,"3080 Muirfield Cir, San Bruno, CA 94066, USA"
-117.27,33.02,13,5723,1242,2450,1140,4.7179,376700,NEAR OCEAN,"2050 Freda Ln, Cardiff, CA 92007, USA"
-117.98,33.7,17,1997,340,952,341,4.4148,239200,<1H OCEAN,"18079 Courreges Ct, Fountain Valley, CA 92708, USA"
-118.3,34.1,29,3403,1367,3432,1174,1.7083,166700,<1H OCEAN,"1602 Normandie Ave, Los Angeles, CA 90027, USA"
-122.05,37.34,34,2515,401,1079,399,7.7865,423900,<1H OCEAN,"1628 S Mary Ave, Sunnyvale, CA 94087, USA"
-117.06,32.8,17,2247,340,973,318,5.5,222000,<1H OCEAN,"6288 Camino Largo, San Diego, CA 92120, USA"
-121.76,37.3,6,3526,559,1378,491,6.1463,335500,<1H OCEAN,"76XR+X2 San Jose, CA, USA"
-121.36,38.03,7,3461,859,1518,741,3.5684,78700,INLAND,"3603 W Creek Dr, Stockton, CA 95209, USA"
-118.21,34.13,52,2465,611,1433,570,3.25,214200,<1H OCEAN,"FEAST - Occidental College's Student Garden, 1882 Campus Rd, Los Angeles, CA 90041, USA"
-122.3,37.97,35,1811,377,911,340,3.375,149700,NEAR BAY,"4343 Nelson Dr, Richmond, CA 94803, USA"
-119.81,36.78,36,1650,313,660,298,3,79700,INLAND,"142 E Andrews Ave, Fresno, CA 93704, USA"
-118.1,33.88,18,8046,1221,4276,1228,6.5515,319600,<1H OCEAN,"10957 Roberta St, Cerritos, CA 90703, USA"
-122.01,37.26,14,2561,404,1172,378,7.6107,500001,<1H OCEAN,"19281 San Marcos Rd, Saratoga, CA 95070, USA"
-118.14,34.17,42,2757,713,2112,653,2.7148,166800,<1H OCEAN,"518 E Rio Grande St, Pasadena, CA 91104, USA"
-117.05,32.8,16,1561,378,574,350,3.0035,94600,<1H OCEAN,"6976 Park Ridge Blvd, San Diego, CA 92120, USA"
-121.71,36.88,19,2528,554,2332,492,3.7766,177000,<1H OCEAN,"V7HR+X2 Las Lomas, CA, USA"
-122.01,37.92,18,2808,337,1038,337,8.3956,353600,NEAR BAY,"3127 Kirby Ln, Walnut Creek, CA 94598, USA"
-118.28,34.06,52,1261,616,2309,581,1.6184,225000,<1H OCEAN,"American Cement Building, 2404 Wilshire Blvd, Los Angeles, CA 90057, USA"
-118,33.84,29,2641,637,2413,619,2.8169,165100,<1H OCEAN,"RXRX+2X Buena Park, CA, USA"
-117.47,33.94,34,559,139,532,137,3.0687,88500,INLAND,"5770 Noble St, Riverside, CA 92503, USA"
-122.49,38.32,17,3308,720,1587,632,3.2727,176000,<1H OCEAN,"94 Vista Cir, Sonoma, CA 95476, USA"
-122.49,37.74,44,1472,275,820,310,5.6826,300000,NEAR OCEAN,"2530 33rd Ave, San Francisco, CA 94116, USA"
-117.74,34.08,35,1613,298,911,293,3.4398,134300,INLAND,"626 E La Verne Ave, Pomona, CA 91767, USA"
-117.82,33.75,24,893,209,342,197,2.8261,146500,<1H OCEAN,"17952 Beneta Way, Tustin, CA 92780, USA"
-122.07,37.63,27,2784,723,2028,693,2.4808,157600,NEAR BAY,"28089 Harvey Ave, Hayward, CA 94544, USA"
-121.54,38.58,30,4648,1252,2524,1089,1.3177,74300,INLAND,"2254 W Capitol Ave, West Sacramento, CA 95691, USA"
-118.26,33.91,44,892,139,440,159,2.8859,120800,<1H OCEAN,"1903 N Dern Ave, Los Angeles, CA 90059, USA"
-115.57,32.79,34,1152,208,621,208,3.6042,73600,INLAND,"396 S Imperial Ave, El Centro, CA 92243, USA"
-122.21,37.49,24,2528,947,2437,861,2.2746,225000,NEAR BAY,"1735 E Bayshore Rd, Redwood City, CA 94063, USA"
-118.13,34.04,42,2205,451,1392,423,4.3646,211400,<1H OCEAN,"2020 S Isabella Ave, Monterey Park, CA 91754, USA"
-121.31,38.71,18,3998,744,2071,660,4.3836,102000,INLAND,"6638 Posten Way, Citrus Heights, CA 95621, USA"
-122.02,37.58,15,3052,760,2097,728,3.3617,178100,NEAR BAY,"2806 Zinnia Ct, Union City, CA 94587, USA"
-118.65,34.2,23,7480,1084,3037,1058,6.9223,338400,<1H OCEAN,"7144 Rock Ridge Terrace, West Hills, CA 91307, USA"
-122.28,38.3,23,526,152,245,130,2.0134,142500,NEAR BAY,"640 3rd St, Napa, CA 94559, USA"
-117.32,34.1,42,801,176,711,183,1.8681,59700,INLAND,"1521 W Rialto Ave, Colton, CA 92324, USA"
-116.51,33.89,21,1284,306,537,233,1.95,61000,INLAND,"VFRQ+2X Desert Hot Springs, CA, USA"
-122.04,36.97,52,1901,335,955,301,3.8259,253100,NEAR OCEAN,"314 Van Ness Ave, Santa Cruz, CA 95060, USA"
-117.35,33.21,18,2971,606,2051,493,2.675,117100,NEAR OCEAN,"2951 Butler St, Oceanside, CA 92054, USA"
-121.45,38.5,25,3033,665,1559,627,2.7101,99500,INLAND,"7041 2nd Pkwy, Sacramento, CA 95823, USA"
-119.21,36.3,23,951,235,806,222,1.7734,41400,INLAND,"321 N Shasta Ave, Farmersville, CA 93223, USA"
-122.25,38.03,15,3338,532,1834,520,5.6293,197600,NEAR BAY,"2QJ2+22 Rodeo, CA, USA"
-117.93,33.91,24,1698,297,676,273,5.2017,364600,<1H OCEAN,"121 E Hermosa Dr, Fullerton, CA 92835, USA"
-118,34.13,24,2584,520,1869,503,3.2841,167000,INLAND,"1900 Walker Ave, Monrovia, CA 91016, USA"
-117.93,33.93,37,1128,273,931,234,2.8,137500,<1H OCEAN,"229 S Dexter St, La Habra, CA 90631, USA"
-121.3,38.02,16,2717,621,3343,643,2.5473,106300,INLAND,"904 E Hammer Ln #3027, Stockton, CA 95210, USA"
-117.89,33.85,13,1583,474,1672,432,3.2303,201300,<1H OCEAN,"1141 N State College Blvd, Anaheim, CA 92805, USA"
-116.99,32.72,11,1112,164,441,174,4.7679,169500,<1H OCEAN,"1523 Capistrano Ave, Spring Valley, CA 91977, USA"
-118.37,34.08,52,1466,254,600,253,5.7524,393600,<1H OCEAN,"8258 Rosewood Ave, Los Angeles, CA 90048, USA"
-117.9,33.67,26,2507,393,1333,392,6.1601,266100,<1H OCEAN,"1001 Presidio Square, Costa Mesa, CA 92626, USA"
-118.3,34.25,36,1300,304,688,261,3.1523,176700,<1H OCEAN,"7582 McGroarty Terrace, Tujunga, CA 91042, USA"
-119.33,36.19,27,418,163,332,141,1.0714,63800,INLAND,"1700 S Blackstone St, Tulare, CA 93274, USA"
-118.46,33.97,19,1658,427,648,378,3.8698,500001,<1H OCEAN,"4711 Ocean Front Walk, Marina Del Rey, CA 90292, USA"
-117.18,32.74,20,1165,269,459,244,3.175,191700,NEAR OCEAN,"3590 Kettner Blvd, San Diego, CA 92101, USA"
-118.12,33.87,43,1633,355,837,350,3.0405,188000,<1H OCEAN,"10027 Rose St, Bellflower, CA 90706, USA"
-118.18,34.1,10,1940,445,763,412,4.975,166700,<1H OCEAN,"4500 Via Marisol, Los Angeles, CA 90042, USA"
-118.37,34.08,52,2946,695,1258,650,3.9783,374100,<1H OCEAN,"8258 Rosewood Ave, Los Angeles, CA 90048, USA"
-122.27,41.2,52,4513,985,1926,815,1.5923,56000,INLAND,"409 Mican St, Dunsmuir, CA 96025, USA"
-117.08,33.03,15,3023,623,1283,559,3.3724,137900,<1H OCEAN,"17418 Caminito Canasto, San Diego, CA 92127, USA"
-121.18,38.73,16,1584,264,613,226,6.0302,273100,INLAND,"6480 Buckeye Ln, Granite Bay, CA 95746, USA"
-118.21,34.14,44,1681,407,1105,387,3.2222,186500,<1H OCEAN,"5122 Shearin Ave, Los Angeles, CA 90041, USA"
-122.45,37.78,52,2686,606,1392,578,4,355300,NEAR BAY,"Loyola Village, 331 Anza St, San Francisco, CA 94118, USA"
-118.1,34.08,37,2894,659,1977,636,2.543,208100,<1H OCEAN,"111 W Valley Blvd, San Gabriel, CA 91776, USA"
-119.55,36.71,32,1963,508,2052,518,1.9076,55800,INLAND,"914 5th St, Sanger, CA 93657, USA"
-118.02,34.08,28,2769,631,2452,581,2.6071,175900,INLAND,"4145 Peck Rd, El Monte, CA 91732, USA"
-121.83,37.26,11,2394,403,1393,409,5.5875,259300,<1H OCEAN,"2102 Olivegate Ln, San Jose, CA 95136, USA"
-122.35,40.56,16,2801,614,1695,563,1.9,81600,INLAND,"3411 Churn Crk Rd, Redding, CA 96002, USA"
-121.79,37.31,22,2199,361,1270,386,5.1149,235700,<1H OCEAN,"2751 Millbrae Way, San Jose, CA 95121, USA"
-122.5,37.74,45,1771,349,1098,342,3.7552,296600,NEAR OCEAN,"2500 42nd Ave, San Francisco, CA 94116, USA"
-122.99,39.02,14,1582,301,851,273,3.45,164100,<1H OCEAN,"2295+XX Lakeport, CA, USA"
-117.87,33.84,10,3381,729,1584,636,5.3812,235400,<1H OCEAN,"134 S Beth Cir, Anaheim, CA 92806, USA"
-122.32,38.32,22,2483,528,1478,492,4.0878,164400,NEAR BAY,"2432 Redwood Rd, Napa, CA 94558, USA"
-122.25,37.82,28,3337,855,1520,802,3.9063,225000,NEAR BAY,"615 Mariposa Ave, Oakland, CA 94610, USA"
-117.22,33.17,6,1487,362,810,322,3.625,135700,<1H OCEAN,"2135 University Dr, Vista, CA 92083, USA"
-118.25,34.06,52,174,66,249,57,1.7763,312500,<1H OCEAN,"313 N Figueroa St, Los Angeles, CA 90012, USA"
-121.24,40.31,36,1597,301,632,262,3.5962,93600,INLAND,"8Q66+22 Chester, CA, USA"
-117.78,34.07,18,3610,772,2899,765,3.9784,113500,INLAND,"1539 Elwood Ave, Pomona, CA 91768, USA"
-122.34,37.98,33,2014,410,1354,427,3.9773,131300,NEAR BAY,"2200 Espanola Dr, San Pablo, CA 94806, USA"
-119.34,36.22,38,2708,460,1260,455,3.0905,78200,INLAND,"650 E Terrace Ave, Tulare, CA 93274, USA"
-118.46,34.02,45,3803,970,1690,871,3.0476,456200,<1H OCEAN,"2426 26th St, Santa Monica, CA 90405, USA"
-117.38,33.98,52,2274,571,1167,504,2.0284,101600,INLAND,"4160 Chestnut St, Riverside, CA 92501, USA"
-118.25,33.94,37,1002,270,1092,273,1.6333,94500,<1H OCEAN,"10533 Mary Ave, Los Angeles, CA 90002, USA"
-117.97,34.05,36,1299,206,763,216,3.5179,161400,<1H OCEAN,"14218 Amar Rd, La Puente, CA 91746, USA"
-122.09,37.39,43,2065,535,1029,500,3.7318,327700,NEAR BAY,"732 Palo Alto Ave, Mountain View, CA 94041, USA"
-120.47,34.98,6,5762,1115,2551,919,3.0723,137300,<1H OCEAN,"XGHH+XX Santa Maria, CA, USA"
-118.03,34.14,31,4353,1117,2338,1037,3.0727,242600,INLAND,"30 Huntington Dr, Arcadia, CA 91006, USA"
-121.98,37.28,28,3688,633,1877,620,5.7251,272600,<1H OCEAN,"4435 Alex Dr, San Jose, CA 95130, USA"
-120.98,37.71,22,434,89,195,86,2.4211,268800,INLAND,"P26C+22 Modesto, CA, USA"
-121.9,37.33,11,1283,390,718,345,4.226,166700,<1H OCEAN,"74 S Autumn St, San Jose, CA 95110, USA"
-117.89,33.66,33,3595,785,1621,732,4.1372,265200,<1H OCEAN,"2645 Santa Ana Ave, Costa Mesa, CA 92627, USA"
-117.55,33.93,25,5187,934,2725,860,4.1865,154300,INLAND,"3324 Valley View Ave, Norco, CA 92860, USA"
-118.15,33.84,29,2448,354,894,349,7.6526,481300,<1H OCEAN,"3560 Country Club Dr, Lakewood, CA 90712, USA"
-118.28,33.97,31,1068,271,1091,281,1.689,102600,<1H OCEAN,"345 W 77th St, Los Angeles, CA 90003, USA"
-117.82,33.8,15,3207,647,1414,595,4.0484,165600,<1H OCEAN,"764 N Morgan St, Orange, CA 92867, USA"
-118.29,33.83,24,4092,893,2819,893,4.1378,216500,<1H OCEAN,"21814 Vermont Ave, Torrance, CA 90502, USA"
-117.97,33.94,35,1928,360,1056,366,4.0893,215700,<1H OCEAN,"2101 W Whittier Blvd, La Habra, CA 90631, USA"
-118.29,33.85,10,1391,420,1378,377,1.9049,222200,<1H OCEAN,"Vermont / Francisco, Los Angeles, CA 90502, USA"
-117.14,32.8,41,2423,469,1813,466,2.1157,156900,NEAR OCEAN,"3054 Cabrillo Mesa Dr, San Diego, CA 92123, USA"
-120.93,38.65,12,2213,384,1097,351,4.5568,170100,INLAND,"4511 Creekside Dr, Shingle Springs, CA 95682, USA"
-118.35,33.89,25,1769,440,1371,414,3.0833,232700,<1H OCEAN,"15432 Larch Ave, Lawndale, CA 90260, USA"
-118.74,34.05,19,3487,686,2782,584,7.9184,500001,NEAR OCEAN,"2501 Corral Canyon Rd, Malibu, CA 90265, USA"
-118.26,33.78,27,1672,491,1723,462,2.0458,174500,NEAR OCEAN,"236 E Anaheim St, Wilmington, CA 90744, USA"
-118.25,34.01,28,481,136,596,128,1.2396,90300,<1H OCEAN,"4020 Compton Ave, Los Angeles, CA 90011, USA"
-117.96,34.05,32,1993,388,1385,380,3.7258,181900,<1H OCEAN,"1950 S Cabana Ave, West Covina, CA 91790, USA"
-118.27,34.07,33,1177,468,1533,430,2.3981,183300,<1H OCEAN,"2207 W Court St, Los Angeles, CA 90026, USA"
-118.1,34.01,23,1724,576,1336,542,1.3365,183300,<1H OCEAN,"140 N 1st St, Montebello, CA 90640, USA"
-117.87,34.11,34,1324,211,799,228,4.5234,192200,<1H OCEAN,"360 W Juanita Ave, Glendora, CA 91740, USA"
-121.01,37.66,36,3679,613,1366,581,4.5,151400,INLAND,"1204 W Roseburg Ave, Modesto, CA 95350, USA"
-121.61,37.86,30,1428,287,989,287,3.691,154400,INLAND,"V95R+X2 Byron, CA, USA"
-118.26,33.78,36,2191,739,2931,692,2.1311,163100,NEAR OCEAN,"236 E Anaheim St, Wilmington, CA 90744, USA"
-118.41,33.75,4,311,51,128,46,9.8091,500001,NEAR OCEAN,"72 Via Del Cielo, Rancho Palos Verdes, CA 90275, USA"
-118.19,33.78,29,1170,369,1398,373,2.2543,156300,NEAR OCEAN,"1033 Long Beach Blvd, Long Beach, CA 90813, USA"
-118.09,33.9,36,1215,279,862,285,3.7604,158700,<1H OCEAN,"11439 Mclaren St, Norwalk, CA 90650, USA"
-122.28,37.89,52,2315,408,835,369,4.5893,290100,NEAR BAY,"935 Modoc St, Berkeley, CA 94707, USA"
-118.41,34.21,35,2215,459,1594,446,4.0167,193200,<1H OCEAN,"7656 Bellaire Ave, North Hollywood, CA 91605, USA"
-120.99,39.2,15,2993,562,1296,518,3.3009,156800,INLAND,"13139 Howald Ln, Grass Valley, CA 95945, USA"
-122.45,37.79,52,1457,215,495,208,10.7097,500001,NEAR BAY,"3444 Washington St, San Francisco, CA 94118, USA"
-121.98,37.36,35,1440,267,743,259,5.0866,254600,<1H OCEAN,"2923 Cabrillo Ave, Santa Clara, CA 95051, USA"
-118.41,33.99,36,1089,234,632,215,3.6538,276100,<1H OCEAN,"11940 Culver Dr, Culver City, CA 90230, USA"
-121.93,37.28,34,2422,370,1010,395,5.6494,376200,<1H OCEAN,"2305 New Jersey Ave, San Jose, CA 95124, USA"
-119.73,36.62,35,2080,365,1026,333,3.5781,92800,INLAND,"3355 E South Ave, Fresno, CA 93725, USA"
-124.16,40.79,52,2148,421,975,430,2.2566,92700,NEAR OCEAN,"1923 I St, Eureka, CA 95501, USA"
-121.89,37.34,46,1197,416,898,370,2.1714,190600,<1H OCEAN,"190 N 3rd St, San Jose, CA 95112, USA"
-117.97,34.06,34,3580,684,2786,636,4.0469,166800,<1H OCEAN,"1326 Mayland Ave, La Puente, CA 91746, USA"
-117.96,33.93,31,1471,321,841,330,3.46,232800,<1H OCEAN,"1230 Lorella Ave, La Habra, CA 90631, USA"
-117.89,33.83,35,2984,446,1435,455,5.6276,200800,<1H OCEAN,"1832 E Verde Pl, Anaheim, CA 92805, USA"
-120.89,35.37,29,2046,588,846,410,1.65,227300,NEAR OCEAN,"94C5+2X Morro Bay, CA, USA"
-122.17,37.78,52,653,128,296,121,4.175,144000,NEAR BAY,"6382 Sunnymere Ave, Oakland, CA 94605, USA"
-121.95,38.03,5,5526,1217,3207,1012,4.0767,143100,INLAND,"47 Pamela Ct, Bay Point, CA 94565, USA"
-121.43,38.61,33,2289,576,1100,503,2.1694,95700,INLAND,"2434 Princeton St, Sacramento, CA 95815, USA"
-118.28,34.06,42,2472,761.8,3795,1179,1.2254,162500,<1H OCEAN,"American Cement Building, 2404 Wilshire Blvd, Los Angeles, CA 90057, USA"
-124.16,41.92,19,1668,324,841,283,2.1336,75000,NEAR OCEAN,"WR9R+X2 Smith River, CA, USA"
-120.3,37.99,23,1908,383,984,374,2.517,153500,INLAND,"20258 Haystack Rd, Sonora, CA 95370, USA"
-122.42,37.81,52,1314,317,473,250,4.3472,500001,NEAR BAY,"Pier 45 Seafood, #11 B Sausalito - San Francisco Pier 41, San Francisco, CA 94133, USA"
-121.56,39.51,47,1064,245,603,190,1.3654,57900,INLAND,"1553 Veatch St, Oroville, CA 95965, USA"
-117.07,32.59,21,1779,466,1327,488,1.6007,96200,NEAR OCEAN,"HWRJ+22 San Diego, CA, USA"
-116.94,32.89,24,2541,381,1078,372,5.2542,227800,<1H OCEAN,"11642 Hi Ridge Rd, Lakeside, CA 92040, USA"
-122.59,38.43,20,2791,546,785,512,3.4561,216700,<1H OCEAN,"423 Oak Point Pl, Santa Rosa, CA 95409, USA"
-117.61,34.34,18,5210,912,1301,464,4.8623,176900,INLAND,"89RQ+2X Wrightwood, CA, USA"
-118.34,34.17,46,1718,344,756,343,3.2125,247000,<1H OCEAN,"3000 W Magnolia Blvd, Burbank, CA 91505, USA"
-117.92,33.64,5,949,287,497,244,2.75,225000,<1H OCEAN,"Newport-18th, Costa Mesa, CA 92627, USA"
-118.37,33.95,35,924,349,1376,358,2.2297,262500,<1H OCEAN,"9430 La Cienega Blvd, Inglewood, CA 90301, USA"
-117.21,32.8,19,786,282,525,229,1.7273,137500,NEAR OCEAN,"3351 Morena Blvd, San Diego, CA 92117, USA"
-118.57,34.15,22,5791,706,2059,673,10.9201,500001,<1H OCEAN,"4370 Winnetka Ave, Woodland Hills, CA 91364, USA"
-121.62,36.69,12,512,144,767,149,2.2667,72900,<1H OCEAN,"704 Garner Ave, Salinas, CA 93905, USA"
-122.24,37.8,52,1591,373,1118,347,2.1563,128600,NEAR BAY,"2508 9th Ave, Oakland, CA 94606, USA"
-117.11,32.71,29,1040,291,1054,297,1.1818,83200,NEAR OCEAN,"3959 Lockridge St, San Diego, CA 92102, USA"
-121.94,37.29,22,2593,637,1249,623,3.75,212500,<1H OCEAN,"535 Salmar Ave, Campbell, CA 95008, USA"
-122.74,38.83,12,4515,909,1554,528,3.3531,90800,<1H OCEAN,"R7J6+22 Cobb, CA, USA"
-122.46,37.72,45,2399,419,1225,399,4.0855,244100,NEAR OCEAN,"288 Faxon Ave, San Francisco, CA 94112, USA"
-118.31,34.19,42,724,149,420,150,3.0625,361700,<1H OCEAN,"705 N 6th St, Burbank, CA 91501, USA"
-122.02,37.34,30,1036,151,467,156,6.448,360600,<1H OCEAN,"749 Kilkenny Ct, Sunnyvale, CA 94087, USA"
